SAMPID,SMATSSCR,SMCENTER,SMPTHNTS,SMRIN,SMTS,SMTSD,SMUBRID,SMTSISCH,SMTSPAX,SMNABTCH,SMNABTCHT,SMNABTCHD,SMGEBTCH,SMGEBTCHD,SMGEBTCHT,SMAFRZE,SMGTC,SME2MPRT,SMCHMPRS,SMNTRART,SMNUMGPS,SMMAPRT,SMEXNCRT,SM550NRM,SMGNSDTC,SMUNMPRT,SM350NRM,SMRDLGTH,SMMNCPB,SME1MMRT,SMSFLGTH,SMESTLBS,SMMPPD,SMNTERRT,SMRRNANM,SMRDTTL,SMVQCFL,SMMNCV,SMTRSCPT,SMMPPDPR,SMCGLGTH,SMGAPPCT,SMUNPDRD,SMNTRNRT,SMMPUNRT,SMEXPEFF,SMMPPDUN,SME2MMRT,SME2ANTI,SMALTALG,SME2SNSE,SMMFLGTH,SME1ANTI,SMSPLTRD,SMBSMMRT,SME1SNSE,SME1PCTS,SMRRNART,SME1MPRT,SMNUM5CD,SMDPMPRT,SME2PCTS
GTEX-11EQ9-2426-SM-5HL5T,0,B1,"6 pieces, minimal adherent fat",7.5,Skin,Skin - Sun Exposed (Lower leg),4264,321,378,BP-43730,RNA Extraction from Paxgene-derived Lysate Plate Based,09/18/2013,LCSET-4806,03/02/2014,TruSeq.v1,RNASEQ,,0.98657703,0,0.97003764,,0.990251,0.7941433,,21143,1,,76,,0.002109583,146,0,55732291,0.029762369,287616,56280976,6126932,,21164,27669425,,,0,0.17589428,0.990251,0.7864012,55732291,0.003308784,12175285,5234881,12203119,139,12235939,9148559,0.002706959,12326758,50.184875,0.005110359,0.99392486,,0,50.05709
GTEX-11EQ9-2526-SM-5HL66,0,B1,2 pieces~10% fibrous tissue/fascia,6.9,Adipose Tissue,Adipose - Subcutaneous,2190,321,378,BP-43730,RNA Extraction from Paxgene-derived Lysate Plate Based,09/18/2013,LCSET-4806,03/02/2014,TruSeq.v1,RNASEQ,,0.9871419,0,0.9720148,,0.990426,0.8150851,,21472,1,,76,,0.002076127,146,0,66104928,0.027695257,444153,66743936,6921654,,21483,32844074,,,0,0.15692972,0.990426,0.8072815,66104928,0.003116272,14460520,5969561,14547369,163,14551698,10967418,0.002594475,14655906,50.178394,0.006654582,0.99371004,,0,50.1497
GTEX-11GS4-0004-SM-58Q7W,,B1,,,Blood,Whole Blood,13756,675,,BP-39412,DNA isolation_Whole Blood_QIAGEN Puregene (Manual),05/28/2013,LCSET-4574,01/19/2014,Standard Exome Sequencing v3 (ICE),WES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTEX-11GS4-0004-SM-5DWSQ,,B1,,,Blood,Whole Blood,13756,675,,BP-39412,DNA isolation_Whole Blood_QIAGEN Puregene (Manual),5/28/2013,GTEx_OM25_Dec_01,01/29/2014,Illumina OMNI SNP Array,OMNI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTEX-11GS4-0004-SM-6WBTL,,B1,,,Blood,Whole Blood,13756,675,,BP-39485,Transfer To Matrix (Manual),05/30/2013,LCSET-6056,8/11/2014,Standard High Coverage Whole Genome Sequencing (30x) v2 (HiSeqX),WGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTEX-11GS4-0006-SM-5SI9M,,B1,,8.9,Blood,Whole Blood,13756,675,,BP-39427,RNA isolation_PAXgene Blood RNA (Manual),05/28/2013,LCSET-5174,04/04/2014,TruSeq.v1,RNASEQ,,0.978098,0,0.9580182,,0.9820951,0.75818264,,19604,1,,76,,0.002148927,128,0,88202905,0.041296385,229561,89810958,9705666,,19617,43801608,,,0,0.19983551,0.9820951,0.74460745,88202905,0.003638029,19938990,79645746,20065192,151,20165234,20091272,0.002890448,20180971,50.019505,0.002556047,0.98609227,,0,50.157734
GTEX-11GS4-0008-SM-5QGRA,,B1,,10,Skin,Cells - Transformed fibroblasts,EFO_0002009,915,,BP-40621,RNA isolation_Trizol Manual (Cell Pellet),07/10/2013,LCSET-4954,03/29/2014,TruSeq.v1,RNASEQ,,0.9916321,0,0.9760964,,0.99340045,0.8688786,,19001,1,,76,,0.001642482,154,0,68445826,0.023531822,317959,68900538,4778228,,19010,34066617,,,0,0.107217774,0.99340045,0.8631444,68445826,0.002390406,15394682,5350927,15425962,150,15431497,17723320,0.002015778,15505327,50.119324,0.004614754,0.9951688,,0,50.050747
GTEX-11GS4-0226-SM-5HL77,1,B1,"6 pieces, well trimmed with minimal fat",7.4,Skin,Skin - Not Sun Exposed (Suprapubic),36149,785,659,BP-43730,RNA Extraction from Paxgene-derived Lysate Plate Based,09/18/2013,LCSET-4806,03/02/2014,TruSeq.v1,RNASEQ,,0.9865693,0,0.96734524,,0.98972684,0.7352903,,22815,1,,76,,0.002364733,155,0,67662317,0.032418456,268100,68364644,7142716,,22846,33610819,,,0,0.23205496,0.98972684,0.72773653,67662317,0.003398902,14763928,6608339,14853143,149,14896895,10179441,0.002880168,14913551,50.02794,0.003921618,0.9928843,,0,50.15061
GTEX-11GS4-0326-SM-5N9F7,1,B1,6 pieces,5.7,Blood Vessel,Artery - Aorta,1496,795,649,BP-43730,RNA Extraction from Paxgene-derived Lysate Plate Based,09/18/2013,LCSET-4905,03/23/2014,TruSeq.v1,RNASEQ,,0.9808332,0,0.9631069,,0.9825258,0.7201773,,23502,1,,76,,0.004397825,162,0,85822181,0.036509406,394814,87348532,4764498,,23539,42427516,,,0,0.24292955,0.9825258,0.7075928,85822181,0.004605572,18591161,8327308,18588995,173,18582088,12540855,0.00450152,18731908,50.200756,0.004519985,0.98421836,,0,49.99709
GTEX-11GS4-0426-SM-5N9CD,1,B1,"2 pieces, some interstitial fibrosis, one piece is 20% fat, second is 40% fat/fibrous",6.5,Heart,Heart - Atrial Appendage,6631,796,648,BP-43989,RNA Extraction from Paxgene-derived Lysate Plate Based,09/26/2013,LCSET-4904,03/22/2014,TruSeq.v1,RNASEQ,,0.9893999,0,0.9766454,,0.99094385,0.8259013,,20989,1,,76,,0.003179973,157,0,65449637,0.02319174,2360864,66047776,2871416,,21000,32577180,,,0,0.15074414,0.99094385,0.8184218,65449637,0.003631041,14229499,13637864,14262703,179,14222741,7097267,0.003405156,14361808,50.243256,0.03574479,0.9924877,,0,50.05827
GTEX-11GS4-0526-SM-5A5KQ,1,B1,2 pieces,6.6,Heart,Heart - Left Ventricle,6566,798,646,BP-44264,RNA Extraction from Paxgene-derived Lysate Plate Based,10/03/2013,LCSET-4423,01/29/2014,TruSeq.v1,RNASEQ,,0.98420244,0,0.9837403,,0.98761857,0.8251725,,20277,1,,76,,0.002637932,269,0,77618879,0.016130213,3408303,78591958,9046502,,20285,38584591,,,0,0.15856783,0.98761857,0.81495565,77618879,0.004796594,17158963,32118934,16788159,265,16799910,6969362,0.00371353,17358863,50.818172,0.04336707,0.9910347,,0,49.453857
GTEX-11GS4-0626-SM-5A5LC,1,B1,"2 pieces, atherosclerosis with narrowing of the lumen by 50%, attached portion of fat up to 3.2x1mm",6,Blood Vessel,Artery - Coronary,1621,803,641,BP-44512,RNA Extraction from Paxgene-derived Lysate Plate Based,10/10/2013,LCSET-4423,01/29/2014,TruSeq.v1,RNASEQ,,0.9849207,0,0.96497524,,0.9890473,0.7810777,,22811,1,,76,,0.002217597,144,0,71179350,0.034700006,281168,71967594,8086816,,22828,35332573,,,0,0.18389758,0.9890473,0.77252275,71179350,0.004377157,15165462,6201712,15310194,164,15341103,11934014,0.003292872,15399619,50.095177,0.00390687,0.99317396,,0,50.237453
GTEX-11GS4-0826-SM-5986J,2,B1,"2 pieces, one piece is ~30% fat/fibrous tissue, few collections of lymphocytes",7,Thyroid,Thyroid,2046,807,637,BP-44902,RNA Extraction from Paxgene-derived Lysate Plate Based,10/22/2013,LCSET-4417,01/23/2014,TruSeq.v1,RNASEQ,,0.9799183,0,0.96226037,,0.98642033,0.73282045,,23847,1,,76,,0.002912294,134,0,72175806,0.03738732,177508,73169420,17369084,,23877,35742705,,,0,0.22943996,0.98642033,0.722869,72175806,0.00640838,15740128,7504435,15788909,141,15973440,11600624,0.004648815,15986998,50.02121,0.002425986,0.9929224,,0,50.07736
GTEX-11GS4-1026-SM-5N9DE,1,B1,2 pieces,6,Adipose Tissue,Adipose - Visceral (Omentum),10414,812,632,BP-43989,RNA Extraction from Paxgene-derived Lysate Plate Based,09/26/2013,LCSET-4904,03/22/2014,TruSeq.v1,RNASEQ,,0.9845544,0,0.9679347,,0.98650414,0.7474023,,23029,1,,76,,0.00317335,167,0,80962033,0.031767275,541072,82069630,3957656,,23064,40211362,,,0,0.2205324,0.98650414,0.7373155,80962033,0.003642953,17776928,7949949,17756187,195,17742863,10499693,0.003407687,17932660,50.266003,0.00659284,0.988454,,0,49.970818
GTEX-11GS4-1426-SM-5N9D2,1,B1,"6 pieces, well trimmed",5.8,Esophagus,Esophagus - Muscularis,4648,829,615,BP-43989,RNA Extraction from Paxgene-derived Lysate Plate Based,09/26/2013,LCSET-4904,03/22/2014,TruSeq.v1,RNASEQ,,0.9844206,0,0.96940196,,0.9872624,0.8264436,,21686,1,,76,,0.003323612,202,0,75268129,0.030441543,2745008,76239228,4023506,,21700,37360882,,,0,0.14295834,0.9872624,0.8159167,75268129,0.003953308,16474820,8070944,16581774,219,16491600,7741629,0.003637553,16755157,50.396366,0.036005188,0.9901042,,0,50.161774
GTEX-11GS4-1826-SM-5HL4T,2,B1,"6 pieces, predominantly muscularis with some residual autolyzed mucosa (marked)",6.6,Colon,Colon - Sigmoid,1159,840,604,BP-43730,RNA Extraction from Paxgene-derived Lysate Plate Based,09/18/2013,LCSET-4806,03/02/2014,TruSeq.v1,RNASEQ,,0.9877533,0,0.9668294,,0.99086165,0.8055201,,22230,1,,76,,0.002219712,164,0,71343697,0.03291447,535322,72001674,7876636,,22251,35455307,,,0,0.16130923,0.99086165,0.798159,71343697,0.003241427,15219494,5654365,15372616,174,15367596,11308951,0.002728967,15422186,50.08865,0.007434855,0.99397004,,0,50.250263
GTEX-11GS4-2026-SM-5N9CP,1,B1,"2 pieces, active spermatogenesis",7.2,Testis,Testis,473,846,598,BP-43989,RNA Extraction from Paxgene-derived Lysate Plate Based,09/26/2013,LCSET-4904,03/22/2014,TruSeq.v1,RNASEQ,,0.98823833,0,0.9189088,,0.9901575,0.70468944,,31267,1,,76,,0.002939164,127,0,66701065,0.080717005,380410,67364096,3023938,,31317,33174580,,,0,0.21421932,0.9901575,0.69775355,66701065,0.003466573,13719859,7320235,13730381,126,13765064,11015174,0.003202357,13793249,50.05114,0.005647074,0.99207664,,0,50.019165
GTEX-11GS4-2126-SM-5A5KR,1,B1,"2 pieces, gynecomastoid change, pacinian corpuscles, 30% fat",6.4,Breast,Breast - Mammary Tissue,8367,848,596,BP-44264,RNA Extraction from Paxgene-derived Lysate Plate Based,10/03/2013,LCSET-4423,01/29/2014,TruSeq.v1,RNASEQ,,0.9868116,0,0.9645896,,0.9899604,0.7102528,,24827,1,,76,,0.002345671,150,0,76046558,0.03506787,240725,76817786,9140796,,24872,37797035,,,0,0.2543368,0.9899604,0.70312214,76046558,0.004052176,16675117,6787985,16789868,162,16860842,11146474,0.00319621,16821126,49.941044,0.003133714,0.993109,,0,50.171448
GTEX-11GS4-2326-SM-5A5KS,2,B1,"6 pieces, glomeruli in all sections, arteriosclerosis",6.1,Kidney,Kidney - Cortex,1225,910,534,BP-44264,RNA Extraction from Paxgene-derived Lysate Plate Based,10/03/2013,LCSET-4423,01/29/2014,TruSeq.v1,RNASEQ,,0.98490626,0,0.9717277,,0.9892209,0.8125383,,24094,1,,76,,0.002588948,371,0,114424833,0.0280646,5338867,115671660,14831922,,24116,56826115,,,0,0.15918943,0.9892209,0.8037799,114424833,0.004515749,25117155,22337841,25332422,343,25364946,11888697,0.003548146,25516788,50.149208,0.046155356,0.99353564,,0,50.21335
GTEX-11GS4-2526-SM-5A5KT,1,B1,"2 pieces, one piece includes ~10% internal fat",8.5,Muscle,Muscle - Skeletal,11907,913,531,BP-44264,RNA Extraction from Paxgene-derived Lysate Plate Based,10/03/2013,LCSET-4423,01/29/2014,TruSeq.v1,RNASEQ,,0.9877925,0,0.98258054,,0.9916276,0.8748488,,18810,1,,76,,0.00208671,171,0,73425089,0.017208137,940417,74045024,8932600,,18815,36488079,,,0,0.10773181,0.9916276,0.86752415,73425089,0.0039318,16041809,11754908,16081234,202,16043040,13816484,0.003005686,16316569,50.42264,0.012700611,0.9954628,,0,50.061363
GTEX-11GS4-2626-SM-5A5LD,1,B1,"2 pieces, includes small portion of nerve, detached fragment of skeletal muscle abuts one piece of fat",7,Adipose Tissue,Adipose - Subcutaneous,2190,913,531,BP-44512,RNA Extraction from Paxgene-derived Lysate Plate Based,10/10/2013,LCSET-4423,01/29/2014,TruSeq.v1,RNASEQ,,0.98539,0,0.9675501,,0.98981696,0.7797867,,22950,1,,76,,0.002223048,163,0,73281949,0.03212813,400189,74035866,8464240,,22975,36371163,,,0,0.1877634,0.98981696,0.7718461,73281949,0.004304295,16011709,6643304,16105346,170,16184912,11566950,0.003259018,16227817,50.066185,0.00540534,0.99424374,,0,50.145775
GTEX-11GS4-2726-SM-5A5LE,0,B1,"6 pieces, relatively well trimmed and with minimal internal fat, squamous epithelium measures 38-43 microns",7.7,Skin,Skin - Sun Exposed (Lower leg),4264,915,529,BP-44512,RNA Extraction from Paxgene-derived Lysate Plate Based,10/10/2013,LCSET-4423,01/29/2014,TruSeq.v1,RNASEQ,,0.9863966,0,0.9700117,,0.99056494,0.8140007,,23220,1,,76,,0.002182062,197,0,77252308,0.029720213,454323,77988128,8370408,,23242,38353007,,,0,0.15601097,0.99056494,0.80632055,77252308,0.004270357,16862660,7211170,16934985,188,16995296,13518935,0.003221816,17091276,50.14079,0.005825541,0.99473333,,0,50.106995
GTEX-11GS4-2826-SM-5HL56,1,B1,"3 pieces, each includes about 50% internal and attached fat",7.3,Nerve,Nerve - Tibial,1323,917,527,BP-43730,RNA Extraction from Paxgene-derived Lysate Plate Based,09/18/2013,LCSET-4806,03/02/2014,TruSeq.v1,RNASEQ,,0.98517555,0,0.96444285,,0.98931915,0.75002617,,23121,1,,76,,0.002970788,131,0,65091262,0.035198104,169819,65794002,6988680,,23156,32279361,,,0,0.21441668,0.98931915,0.74201524,65091262,0.004237831,14405294,9183477,14470816,128,14539016,12427771,0.003601656,14584314,50.077766,0.002581071,0.99346274,,0,50.113453
GTEX-11GS4-2926-SM-5A5LF,1,B1,"3 pieces, atherosclerosis with narrowing of the lumen by ~50%, medial calcification",7.6,Blood Vessel,Artery - Tibial,7610,919,525,BP-44512,RNA Extraction from Paxgene-derived Lysate Plate Based,10/10/2013,LCSET-4423,01/29/2014,TruSeq.v1,RNASEQ,,0.9862106,0,0.96882486,,0.99006206,0.8022167,,22416,1,,76,,0.002202901,214,0,82366361,0.030800305,262117,83193130,11032762,,22436,40905284,,,0,0.16660807,0.99006206,0.79424435,82366361,0.003957567,17689089,6573685,17869450,208,17930031,15420921,0.003076821,17913939,49.97756,0.003150705,0.99391365,,0,50.253613
GTEX-11GS4-3026-SM-5A5LG,1,B1,"2 pieces, adenohypophysis and neurohypophysis with small portion of pars intermedia",7.1,Pituitary,Pituitary,7,954,490,BP-44512,RNA Extraction from Paxgene-derived Lysate Plate Based,10/10/2013,LCSET-4423,01/29/2014,TruSeq.v1,RNASEQ,,0.9879512,0,0.9557996,,0.99113303,0.7641461,,24008,1,,76,,0.002217151,136,0,67351324,0.043941747,288063,67953876,8001896,,24039,33474323,,,0,0.19165356,0.99113303,0.7573704,67351324,0.003958202,12824588,6626102,12925940,149,12983682,11108946,0.003084882,12946726,49.92874,0.004239096,0.99431473,,0,50.196796
GTEX-11GS4-3126-SM-5A5LH,1,B1,"2 pieces, no abnormalities",6.2,Brain,Brain - Cortex,1870,959,485,BP-44512,RNA Extraction from Paxgene-derived Lysate Plate Based,10/10/2013,LCSET-4423,01/29/2014,TruSeq.v1,RNASEQ,,0.9877981,0,0.9626699,,0.99098414,0.82235104,,22517,1,,76,,0.002319635,202,0,68921296,0.037048694,2776047,69548332,8147830,,22529,34268908,,,0,0.14031886,0.99098414,0.8149368,68921296,0.004170182,15131396,8848236,15157650,217,15106532,7519288,0.003241934,15376027,50.442047,0.03991536,0.9941701,,0,50.04334
GTEX-11GSO-0003-SM-58Q84,,B1,,,Blood,Whole Blood,13756,779,,BP-39412,DNA isolation_Whole Blood_QIAGEN Puregene (Manual),05/28/2013,LCSET-4574,01/19/2014,Standard Exome Sequencing v3 (ICE),WES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTEX-11GSO-0003-SM-5DWSW,,B1,,,Blood,Whole Blood,13756,779,,BP-39412,DNA isolation_Whole Blood_QIAGEN Puregene (Manual),5/28/2013,GTEx_OM25_Dec_01,01/28/2014,Illumina OMNI SNP Array,OMNI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTEX-11GSO-0003-SM-6WBTR,,B1,,,Blood,Whole Blood,13756,779,,BP-39486,Transfer To Matrix (Manual),05/30/2013,LCSET-6056,8/11/2014,Standard High Coverage Whole Genome Sequencing (30x) v2 (HiSeqX),WGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTEX-11GSO-0005-SM-5O9CA,,B1,,7.2,Blood,Whole Blood,13756,779,,BP-39427,RNA isolation_PAXgene Blood RNA (Manual),05/28/2013,LCSET-4910,04/01/2014,TruSeq.v1,RNASEQ,,0.9664042,0,0.97727954,,0.9698165,0.8095391,,18750,1,,76,,0.004086888,159,0,118620477,0.021757962,586492,122312296,5590040,,18754,58850893,,,0,0.16774048,0.9698165,0.78510433,118620477,0.005593868,27191227,143276837,27892308,182,27912855,30682850,0.004837727,27572776,49.693542,0.004795037,0.97322875,,0,50.63638
GTEX-11GSO-0011-R1b-SM-57WD3,,"B1, A1",,7.3,Brain,Brain - Hippocampus,1954,,,BP-42768,RNA isolation_PAXgene Tissue miRNA,08/27/2013,LCSET-4415,12/21/2013,TruSeq.v1,RNASEQ,,0.9837847,0,0.95410407,,0.9893913,0.81720626,,22937,1,,76,,0.00184601,271,0,81489227,0.04562245,6844872,82362984,10722106,,22956,40399976,,,0,0.13689779,0.9893913,0.8085368,81489227,0.004354598,17741566,13654576,17796921,310,17735226,7941925,0.003093196,18185088,50.626198,0.08310617,0.99499816,,0,50.077877
GTEX-11GSO-0011-R2a-SM-57WDF,,"B1, A1",,6.6,Brain,Brain - Substantia nigra,2038,,,BP-42768,RNA isolation_PAXgene Tissue miRNA,08/27/2013,LCSET-4415,12/21/2013,TruSeq.v1,RNASEQ,,0.9867884,0,0.95442975,,0.99075437,0.8264363,,22469,1,,76,,0.001776647,373,0,82248584,0.04534101,7330893,83016120,10020090,,22479,40847623,,,0,0.12799342,0.99075437,0.8187954,82248584,0.003478158,17888533,17389517,17941712,334,17729182,7398880,0.002623997,18372992,50.891647,0.08830686,0.99472034,,0,50.07421
GTEX-11GSO-0011-R3b-SM-57WB2,,"B1, A1",,7.3,Brain,Brain - Anterior cingulate cortex (BA24),9835,,,BP-42768,RNA isolation_PAXgene Tissue miRNA,08/27/2013,LCSET-4415,12/21/2013,TruSeq.v1,RNASEQ,,0.9887762,0,0.9464582,,0.9920253,0.8348823,,22532,1,,76,,0.001797682,271,0,76108773,0.05312202,3528924,76720602,8577844,,22544,37830309,,,0,0.11157589,0.9920253,0.82822436,76108773,0.003330369,16456319,9098676,16456482,273,16465226,9373886,0.002561516,16657356,50.290028,0.045997087,0.99527436,,0,50.00025
GTEX-11GSO-0226-SM-5A5LV,1,B1,"2 pieces, few large vessels",6.7,Adipose Tissue,Adipose - Visceral (Omentum),10414,809,740,BP-44512,RNA Extraction from Paxgene-derived Lysate Plate Based,10/10/2013,LCSET-4423,01/29/2014,TruSeq.v1,RNASEQ,,0.98337924,0,0.96934456,,0.9883145,0.7975673,,22351,1,,76,,0.002111593,140,0,63878809,0.030335052,260377,64634090,8051570,,22365,31682609,,,0,0.17177722,0.9883145,0.78824735,63878809,0.004502859,13936434,6361079,14068390,151,14148825,10848659,0.003301255,14144760,49.99282,0.004028478,0.9932499,,0,50.235596
GTEX-11GSO-0626-SM-5A5LW,2,B1,"2 pieces, multinodular hyperplasia",7.2,Thyroid,Thyroid,2046,823,726,BP-44512,RNA Extraction from Paxgene-derived Lysate Plate Based,10/10/2013,LCSET-4423,01/29/2014,TruSeq.v1,RNASEQ,,0.9854978,0,0.95574766,,0.9893194,0.8078148,,21526,1,,76,,0.001976911,137,0,63965504,0.043887828,137706,64656070,7513354,,21545,31767770,,,0,0.14793284,0.9893194,0.7991868,63965504,0.003683793,13824179,6695342,13998039,144,14069081,12531277,0.002827055,13971966,49.82683,0.002129823,0.99314094,,0,50.312447
GTEX-11GSO-1926-SM-5A5K3,1,B1,"2 pieces, entirely fat",5.8,Breast,Breast - Mammary Tissue,8367,855,694,BP-44264,RNA Extraction from Paxgene-derived Lysate Plate Based,10/03/2013,LCSET-4423,01/29/2014,TruSeq.v1,RNASEQ,,0.98399025,0,0.9685306,,0.98809063,0.7808669,,24530,1,,76,,0.002169358,164,0,71112594,0.031162245,509394,71969702,8854224,,24556,35308686,,,0,0.18766366,0.98809063,0.77156734,71112594,0.004212807,15591688,7252421,15712999,174,15765009,10614982,0.003186842,15803900,50.0616,0.007077895,0.9921911,,0,50.193756
GTEX-11GSO-2326-SM-5A5LX,1,B1,2 pieces,7.9,Adipose Tissue,Adipose - Subcutaneous,2190,968,581,BP-44512,RNA Extraction from Paxgene-derived Lysate Plate Based,10/10/2013,LCSET-4423,01/29/2014,TruSeq.v1,RNASEQ,,0.98577785,0,0.9674776,,0.98983306,0.7657717,,22524,1,,76,,0.002154834,141,0,66143593,0.032233372,238378,66822974,7867960,,22543,32841572,,,0,0.20170587,0.98983306,0.7579862,66143593,0.004105153,14470046,6020229,14589811,147,14658774,11197919,0.003125998,14642081,49.97151,0.003567306,0.9938884,,0,50.20607
GTEX-11GSO-2426-SM-5A5LY,1,B1,"6 pieces, relatively well trimmed with <10% attached/internal fat, squamous epithelium measures 26 to 30 microns",6.8,Skin,Skin - Sun Exposed (Lower leg),4264,969,580,BP-44512,RNA Extraction from Paxgene-derived Lysate Plate Based,10/10/2013,LCSET-4423,01/29/2014,TruSeq.v1,RNASEQ,,0.9854886,0,0.9629759,,0.9895269,0.7271167,,22857,1,,76,,0.00219809,157,0,67311369,0.03681561,249959,68023782,8419902,,22886,33423148,,,0,0.23585927,0.9895269,0.71950155,67311369,0.004075702,14655579,6704269,14766245,147,14840909,10097841,0.003133065,14825957,49.9748,0.003674582,0.9935653,,0,50.18807
GTEX-11GSO-2526-SM-5PNVX,1,B1,"2 pieces, 10% internal fat, small portion of attached tendon",8.6,Muscle,Muscle - Skeletal,11907,971,578,BP-47888,RNA Extraction from Paxgene-derived Lysate Plate Based,01/06/2014,LCSET-4917,03/27/2014,TruSeq.v1,RNASEQ,,0.9913275,0,0.9779489,,0.99358046,0.86523217,,18166,1,,76,,0.00169548,144,0,58857360,0.021764874,710836,59237640,5234244,,18173,29287232,,,0,0.11271678,0.99358046,0.85967773,58857360,0.002612876,12808238,5934701,12765082,145,12757766,11892428,0.002153138,12933550,50.34211,0.011999736,0.99583334,,0,49.915623
GTEX-11GSO-2626-SM-5Q5AK,1,B1,"2 pieces, 50-60% is internal and attached fat",6.9,Nerve,Nerve - Tibial,1323,972,577,BP-47888,RNA Extraction from Paxgene-derived Lysate Plate Based,01/06/2014,LCSET-4952,03/29/2014,TruSeq.v1,RNASEQ,,0.98741144,0,0.96094733,,0.99045414,0.7301092,,22673,1,,76,,0.002000511,141,0,59379383,0.038752742,149158,59951676,4421436,,22701,29511020,,,0,0.23083808,0.99045414,0.7231397,59379383,0.002917526,13045947,4480019,13095279,132,13121480,9371747,0.00245761,13184692,50.120148,0.002487971,0.9934967,,0,50.094357
GTEX-11GSO-2826-SM-5HL6Q,1,B1,"2 pieces, adenophypophysis and neurohypophysis",6,Pituitary,Pituitary,7,1036,513,BP-43753,RNA Extraction from Paxgene-derived Lysate Plate Based,09/19/2013,LCSET-4806,03/02/2014,TruSeq.v1,RNASEQ,,0.9861281,0,0.95937175,,0.989643,0.7478732,,23787,1,,76,,0.002231977,123,0,56276127,0.040255774,476982,56865080,6177292,,23810,27938652,,,0,0.21149853,0.989643,0.74012744,56276127,0.003192499,12195132,5341625,12222880,135,12248482,7710168,0.002710532,12349452,50.20524,0.00838796,0.99315786,,0,50.05682
GTEX-11GSO-2926-SM-5HL73,1,B1,"2 pieces, no abnormalities",6.8,Brain,Brain - Cortex,1870,1037,512,BP-43753,RNA Extraction from Paxgene-derived Lysate Plate Based,09/19/2013,LCSET-4806,03/02/2014,TruSeq.v1,RNASEQ,,0.98778486,0,0.9532627,,0.9912028,0.81472665,,22411,1,,76,,0.002022449,156,0,60835315,0.04637017,2356891,61375250,6979862,,22421,30224416,,,0,0.13853608,0.9912028,0.8075593,60835315,0.00288823,13165489,8511264,13260337,171,13251173,7409325,0.002453847,13362078,50.20836,0.038401328,0.9946206,,0,50.17946
GTEX-11GSO-3026-SM-5Q5AL,1,B1,"2 pieces, no abnormalities",7.1,Brain,Brain - Cerebellum,2037,1040,509,BP-47888,RNA Extraction from Paxgene-derived Lysate Plate Based,01/06/2014,LCSET-4952,03/29/2014,TruSeq.v1,RNASEQ,,0.9842722,0,0.94269776,,0.9890479,0.7417611,,23040,1,,76,,0.001969168,199,0,79292251,0.056920584,1343773,80170282,6361978,,23063,39334816,,,0,0.20093666,0.9890479,0.7336373,79292251,0.003186536,17041303,7556829,17173030,204,17253054,9781175,0.002574913,17299437,50.067116,0.016761485,0.99382365,,0,50.192505
GTEX-11GSP-0004-SM-58Q83,,B1,,,Blood,Whole Blood,13756,705,,BP-39412,DNA isolation_Whole Blood_QIAGEN Puregene (Manual),05/28/2013,LCSET-4574,01/19/2014,Standard Exome Sequencing v3 (ICE),WES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTEX-11GSP-0004-SM-5DWSV,,B1,,,Blood,Whole Blood,13756,705,,BP-39412,DNA isolation_Whole Blood_QIAGEN Puregene (Manual),5/28/2013,GTEx_OM25_Dec_01,01/28/2014,Illumina OMNI SNP Array,OMNI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTEX-11GSP-0004-SM-6WBTQ,,B1,,,Blood,Whole Blood,13756,705,,BP-39485,Transfer To Matrix (Manual),05/30/2013,LCSET-6056,8/11/2014,Standard High Coverage Whole Genome Sequencing (30x) v2 (HiSeqX),WGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTEX-11GSP-0006-SM-5N9EL,,B1,,8.8,Blood,Whole Blood,13756,705,,BP-39427,RNA isolation_PAXgene Blood RNA (Manual),05/28/2013,LCSET-4905,03/23/2014,TruSeq.v1,RNASEQ,,0.96774375,0,0.9791913,,0.96944386,0.79773045,,18959,1,,76,,0.004376509,152,0,108233842,0.019969152,271218,111645286,5678594,,18965,53753865,,,0,0.18146084,0.96944386,0.7733549,108233842,0.004376905,25123013,128726226,25581395,193,25574294,28268356,0.004376706,25299280,49.729706,0.002429283,0.971144,,0,50.45202
