Assay_Type_s	AvgSpotLen_l	BioSample_s	Experiment_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	LoadDate_s	MBases_l	MBytes_l	Organism_s	ReleaseDate_s	Run_s	SRA_Sample_s	Sample_Name_s	age_s	gender_s	genotype_s	source_name_s	strain_s	tissue_s	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	Instrument_s	Platform_s	SRA_Study_s
RNA-Seq	101	SAMN02213504	SRX314980	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	2943	2031	Mus musculus	2013-07-03	SRR921967	SRS452452	GSM1173815	2 weeks (P13)	male	wild type	Frontal cortex from 2 week old male mouse brain, biological replicate 1, technical replicate a	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	101	SAMN02213504	SRX314980	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	3287	2318	Mus musculus	2013-07-03	SRR921968	SRS452452	GSM1173815	2 weeks (P13)	male	wild type	Frontal cortex from 2 week old male mouse brain, biological replicate 1, technical replicate a	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	101	SAMN02213504	SRX314980	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	2527	1772	Mus musculus	2013-07-03	SRR921969	SRS452452	GSM1173815	2 weeks (P13)	male	wild type	Frontal cortex from 2 week old male mouse brain, biological replicate 1, technical replicate a	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	101	SAMN02213504	SRX314980	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	2059	1401	Mus musculus	2013-07-03	SRR921970	SRS452452	GSM1173815	2 weeks (P13)	male	wild type	Frontal cortex from 2 week old male mouse brain, biological replicate 1, technical replicate a	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	100	SAMN02213437	SRX314981	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	6587	4757	Mus musculus	2013-07-03	SRR921971	SRS452453	GSM1173816	2 weeks (P13)	male	wild type	Frontal cortex from 2 week old male mouse brain, biological replicate 1, technical replicate b	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	100	SAMN02213439	SRX314982	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	6414	4634	Mus musculus	2013-07-03	SRR921972	SRS452454	GSM1173817	2 weeks (P13)	male	wild type	Frontal cortex from 2 week old male mouse brain, biological replicate 2	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	100	SAMN02213446	SRX314983	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	6057	4388	Mus musculus	2013-07-03	SRR921973	SRS452455	GSM1173818	2 weeks (P13)	male	wild type	Frontal cortex from 2 week old male mouse brain, biological replicate 3	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	101	SAMN02213506	SRX314984	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	3395	2394	Mus musculus	2013-07-03	SRR921974	SRS452456	GSM1173819	4 weeks (P25)	male	wild type	Frontal cortex from 4 week old male mouse brain, biological replicate 1	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	101	SAMN02213506	SRX314984	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	3071	2131	Mus musculus	2013-07-03	SRR921975	SRS452456	GSM1173819	4 weeks (P25)	male	wild type	Frontal cortex from 4 week old male mouse brain, biological replicate 1	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	101	SAMN02213506	SRX314984	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	3412	2410	Mus musculus	2013-07-03	SRR921976	SRS452456	GSM1173819	4 weeks (P25)	male	wild type	Frontal cortex from 4 week old male mouse brain, biological replicate 1	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	101	SAMN02213506	SRX314984	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	2659	1866	Mus musculus	2013-07-03	SRR921977	SRS452456	GSM1173819	4 weeks (P25)	male	wild type	Frontal cortex from 4 week old male mouse brain, biological replicate 1	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	101	SAMN02213506	SRX314984	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	2159	1478	Mus musculus	2013-07-03	SRR921978	SRS452456	GSM1173819	4 weeks (P25)	male	wild type	Frontal cortex from 4 week old male mouse brain, biological replicate 1	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	100	SAMN02213438	SRX314985	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	1800	1274	Mus musculus	2013-07-03	SRR921979	SRS452457	GSM1173820	4 weeks (P27)	male	wild type	Frontal cortex from 4 week old male mouse brain, biological replicate 2	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	100	SAMN02213438	SRX314985	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	1790	1263	Mus musculus	2013-07-03	SRR921980	SRS452457	GSM1173820	4 weeks (P27)	male	wild type	Frontal cortex from 4 week old male mouse brain, biological replicate 2	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	100	SAMN02213438	SRX314985	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	1679	1191	Mus musculus	2013-07-03	SRR921981	SRS452457	GSM1173820	4 weeks (P27)	male	wild type	Frontal cortex from 4 week old male mouse brain, biological replicate 2	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	100	SAMN02213438	SRX314985	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	1753	1240	Mus musculus	2013-07-03	SRR921982	SRS452457	GSM1173820	4 weeks (P27)	male	wild type	Frontal cortex from 4 week old male mouse brain, biological replicate 2	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	101	SAMN02213442	SRX314986	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	3420	2410	Mus musculus	2013-07-03	SRR921983	SRS452458	GSM1173821	6 weeks (P39)	male	wild type	Frontal cortex from 6 week old male mouse brain, biological replicate 1, technical replicate a	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	101	SAMN02213442	SRX314986	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	3067	2127	Mus musculus	2013-07-03	SRR921984	SRS452458	GSM1173821	6 weeks (P39)	male	wild type	Frontal cortex from 6 week old male mouse brain, biological replicate 1, technical replicate a	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	101	SAMN02213442	SRX314986	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	3524	2487	Mus musculus	2013-07-03	SRR921985	SRS452458	GSM1173821	6 weeks (P39)	male	wild type	Frontal cortex from 6 week old male mouse brain, biological replicate 1, technical replicate a	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	101	SAMN02213442	SRX314986	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	2758	1935	Mus musculus	2013-07-03	SRR921986	SRS452458	GSM1173821	6 weeks (P39)	male	wild type	Frontal cortex from 6 week old male mouse brain, biological replicate 1, technical replicate a	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	101	SAMN02213442	SRX314986	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	2048	1400	Mus musculus	2013-07-03	SRR921987	SRS452458	GSM1173821	6 weeks (P39)	male	wild type	Frontal cortex from 6 week old male mouse brain, biological replicate 1, technical replicate a	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	100	SAMN02213460	SRX314987	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	6309	4559	Mus musculus	2013-07-03	SRR921988	SRS452459	GSM1173822	6 weeks (P39)	male	wild type	Frontal cortex from 6 week old male mouse brain, biological replicate 1, technical replicate b	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	100	SAMN02213440	SRX314988	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	5812	4203	Mus musculus	2013-07-03	SRR921989	SRS452460	GSM1173823	6 weeks (P40)	male	wild type	Frontal cortex from 6 week old male mouse brain, biological replicate 2	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	100	SAMN02213447	SRX314989	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	6398	4627	Mus musculus	2013-07-03	SRR921990	SRS452461	GSM1173824	6 weeks (P41)	male	wild type	Frontal cortex from 6 week old male mouse brain, biological replicate 3	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	101	SAMN02213443	SRX314990	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	3640	2563	Mus musculus	2013-07-03	SRR921991	SRS452462	GSM1173825	10 weeks (P70)	male	wild type	Frontal cortex from 10 week old male mouse brain, biological replicate 1, technical replicate a	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	101	SAMN02213443	SRX314990	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	3269	2263	Mus musculus	2013-07-03	SRR921992	SRS452462	GSM1173825	10 weeks (P70)	male	wild type	Frontal cortex from 10 week old male mouse brain, biological replicate 1, technical replicate a	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	101	SAMN02213443	SRX314990	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	3601	2542	Mus musculus	2013-07-03	SRR921993	SRS452462	GSM1173825	10 weeks (P70)	male	wild type	Frontal cortex from 10 week old male mouse brain, biological replicate 1, technical replicate a	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	101	SAMN02213443	SRX314990	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	2822	1978	Mus musculus	2013-07-03	SRR921994	SRS452462	GSM1173825	10 weeks (P70)	male	wild type	Frontal cortex from 10 week old male mouse brain, biological replicate 1, technical replicate a	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	101	SAMN02213443	SRX314990	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	2139	1463	Mus musculus	2013-07-03	SRR921995	SRS452462	GSM1173825	10 weeks (P70)	male	wild type	Frontal cortex from 10 week old male mouse brain, biological replicate 1, technical replicate a	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	100	SAMN02213441	SRX314991	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	5988	4335	Mus musculus	2013-07-03	SRR921996	SRS452463	GSM1173826	10 weeks (P70)	male	wild type	Frontal cortex from 10 week old male mouse brain, biological replicate 1, technical replicate b	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	100	SAMN02213453	SRX314992	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	6300	4555	Mus musculus	2013-07-03	SRR921997	SRS452464	GSM1173827	10 weeks (P69)	male	wild type	Frontal cortex from 10 week old male mouse brain, biological replicate 2	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	100	SAMN02213465	SRX314993	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	6591	4764	Mus musculus	2013-07-03	SRR921998	SRS452465	GSM1173828	10 weeks (P70)	male	wild type	Frontal cortex from 10 week old male mouse brain, biological replicate 3	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	101	SAMN02213445	SRX314994	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	3972	2701	Mus musculus	2013-07-03	SRR921999	SRS452466	GSM1173829	22 months (689 days)	male	wild type	Frontal cortex from 22 month old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	101	SAMN02213445	SRX314994	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	4132	2821	Mus musculus	2013-07-03	SRR922000	SRS452466	GSM1173829	22 months (689 days)	male	wild type	Frontal cortex from 22 month old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	101	SAMN02213445	SRX314994	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	4798	3328	Mus musculus	2013-07-03	SRR922001	SRS452466	GSM1173829	22 months (689 days)	male	wild type	Frontal cortex from 22 month old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	101	SAMN02213445	SRX314994	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	2705	2008	Mus musculus	2013-07-03	SRR922002	SRS452466	GSM1173829	22 months (689 days)	male	wild type	Frontal cortex from 22 month old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
